1.02	11.85	1.01	0.28
-0.26	11.19	0.95	0.09
7.25	10.33	1.06	0.27
6.56	10.5	1.01	0.3
6.81	10.49	1.01	0.32
9.07	10.87	1.11	0.58
7.51	10.43	1.03	0.3
4.21	17.33	0.78	0.18
4.66	17.37	0.78	0.23
5.34	10.04	0.33	0.4
1.71	12.42	0.97	-0.31
4.62	22.11	1.34	-0.25
5.79	9.04	0.84	0.25
6.14	9.04	0.84	0.29
6.17	15.6	0.73	0.19
6.53	10.5	1.06	0.11
6.37	15.62	0.74	0.21
6.72	10.48	1.05	0.13
7.57	14.36	1.15	0.04
5.8	11.25	0.99	0.06
2.48	10.75	0.89	-0.1
7.73	10.48	1.1	0.17
5.64	9.02	0.84	0.23
8.26	12.57	1.05	0.45
5.63	9.02	0.84	0.23
8.88	11.94	1.17	0.24
6.1	11.34	1.08	0.42
-1.14	11.4	0.96	0.06
-1.6	17.91	0.58	0.05
